"","name","pval","adj_pval","significance"
"ENSMUSG00000049489","Fam58b",0.102765694719385,0.199297340079791,0
"ENSMUSG00000039531","Zufsp",0.102825876960894,0.199396291735604,0
"ENSMUSG00000051811","Cox6b2",0.102850795241901,0.199426849235075,0
"ENSMUSG00000082417","Gm13740",0.102864115716134,0.199434915242314,0
"ENSMUSG00000039206","Daglb",0.102923949782538,0.1995331532249,0
"ENSMUSG00000003344","Btbd2",0.102939758519339,0.19954603176249,0
"ENSMUSG00000071089","Trim75",0.102989758037584,0.199591551271371,0
"ENSMUSG00000083435","Gm15824",0.102990743970538,0.199591551271371,0
"ENSMUSG00000090168","D630014O11Rik",0.102980906473083,0.199591551271371,0
"ENSMUSG00000089670","Gm16581",0.103021370046204,0.199633132823845,0
"ENSMUSG00000015702","Anxa9",0.103079128137281,0.199724958706172,0
"ENSMUSG00000029370","Rassf6",0.103087104909341,0.199724958706172,0
"ENSMUSG00000024854","Pold4",0.103148827215966,0.19982675897124,0
"ENSMUSG00000028149","Rap1gds1",0.103233496569319,0.199972991708393,0
"ENSMUSG00000083859","Gm12003",0.103257591341986,0.200001870205193,0
"ENSMUSG00000031963","Bmper",0.103269367336274,0.2000068851773,0
"ENSMUSG00000048794","Ccdc37",0.103332095582987,0.200074978027144,0
"ENSMUSG00000054612","Mgmt",0.10333006359319,0.200074978027144,0
"ENSMUSG00000097123","Gm6297",0.103321346782978,0.200074978027144,0
"ENSMUSG00000075486","Commd6",0.103376982281433,0.200144089039492,0
"ENSMUSG00000036099","Vezt",0.103494850461053,0.200354471757745,0
"ENSMUSG00000027472","Pdrg1",0.103582199140311,0.200487914072164,0
"ENSMUSG00000085929","Gm13421",0.103581378170906,0.200487914072164,0
"ENSMUSG00000027409","1700020A23Rik",0.103598746223907,0.200502116102826,0
"ENSMUSG00000083226","Gm7831",0.103665568807364,0.200613608756011,0
"ENSMUSG00000091053","Gm9742",0.103742620070394,0.200744874371393,0
"ENSMUSG00000032393","Dpp8",0.103753540222149,0.200748162475685,0
"ENSMUSG00000022472","Desi1",0.104109133554117,0.201400386227713,0
"ENSMUSG00000089886","Gm16184",0.104103238918323,0.201400386227713,0
"ENSMUSG00000031255","Sytl4",0.104150352976977,0.201462224314684,0
"ENSMUSG00000007476","Lrrc8a",0.104230402502728,0.201599155373746,0
"ENSMUSG00000050029","Rap2c",0.104268020556101,0.20163608771779,0
"ENSMUSG00000095294","Gm21119",0.104261227632127,0.20163608771779,0
"ENSMUSG00000089715","Cbx6",0.104341439733996,0.201760146056384,0
"ENSMUSG00000038774","Ascc3",0.104388335279843,0.201832899411853,0
"ENSMUSG00000097501","Gm26536",0.104611912225096,0.202247219700966,0
"ENSMUSG00000075000","Nrbf2",0.104726618214448,0.202451003831179,0
"ENSMUSG00000080330","Gm22468",0.104777483769414,0.202531350363483,0
"ENSMUSG00000033777","Tlr13",0.104811210395333,0.202578556597726,0
"ENSMUSG00000035493","Tgfbi",0.104831709366671,0.20260019037921,0
"ENSMUSG00000029544","Cabp1",0.104857664540117,0.202614763352099,0
"ENSMUSG00000038605","Samd10",0.104857863152272,0.202614763352099,0
"ENSMUSG00000058542","Gm15590",0.104876943965259,0.202633648124569,0
"ENSMUSG00000097217","Gm26549",0.104908157934535,0.202675970041065,0
"ENSMUSG00000051639","Gm5812",0.104948825001799,0.202736545617938,0
"ENSMUSG00000016520","Lnx2",0.104968168345668,0.202755921662101,0
"ENSMUSG00000072847","A530017D24Rik",0.104984278774819,0.202769050142529,0
"ENSMUSG00000054321","Taf4b",0.105029437743979,0.202838276334974,0
"ENSMUSG00000071769","Rhox3h",0.105066211811022,0.202891298326925,0
"ENSMUSG00000023882","Zfp54",0.105120841811529,0.202969577185816,0
"ENSMUSG00000078984","Gm11027",0.105125393980399,0.202969577185816,0
"ENSMUSG00000024421","Lama3",0.105135130189505,0.202970375042627,0
"ENSMUSG00000021760","Gpx8",0.105165328799375,0.203010673283489,0
"ENSMUSG00000097860","Gm26857",0.10518443107856,0.203029545971391,0
"ENSMUSG00000022772","Senp5",0.105289629118977,0.203214584711812,0
"ENSMUSG00000033111","3830406C13Rik",0.105320727319885,0.203256586692778,0
"ENSMUSG00000051285","Pcmtd1",0.105399811892758,0.203373154721017,0
"ENSMUSG00000097591","A330032B11Rik",0.105392627927847,0.203373154721017,0
"ENSMUSG00000014769","Psmb1",0.105477883120817,0.203491656899787,0
"ENSMUSG00000023047","Amhr2",0.105479920449869,0.203491656899787,0
"ENSMUSG00000069520","Tmem19",0.105645365853509,0.203774719588618,0
"ENSMUSG00000070570","Slc17a7",0.105642379707539,0.203774719588618,0
"ENSMUSG00000021967","Mrp63",0.105679473765332,0.203804395725489,0
"ENSMUSG00000029545","Acads",0.105670801082514,0.203804395725489,0
"ENSMUSG00000023764","Sfi1",0.105696846071922,0.203819843740639,0
"ENSMUSG00000038387","Rras",0.105765818110935,0.203934782224175,0
"ENSMUSG00000026869","Psmd5",0.105778579619248,0.203941326327546,0
"ENSMUSG00000079659","Tmem243",0.105884547604849,0.204127555645548,0
"ENSMUSG00000019897","Ccdc59",0.10589609818254,0.204131747258021,0
"ENSMUSG00000035171","1110059E24Rik",0.106045626487537,0.204388275715511,0
"ENSMUSG00000073902","Gm1966",0.106047951976593,0.204388275715511,0
"ENSMUSG00000051985","Igfn1",0.106073577341295,0.204401473915502,0
"ENSMUSG00000081565","Rps12-ps5",0.106064458089243,0.204401473915502,0
"ENSMUSG00000000253","Gmpr",0.106092747835505,0.2044203215441,0
"ENSMUSG00000048796","Cyb561d1",0.106124399230893,0.204463212004935,0
"ENSMUSG00000037686","Aspg",0.10615256201368,0.20449937417926,0
"ENSMUSG00000030382","Slc27a5",0.106188025599384,0.204549593463474,0
"ENSMUSG00000079442","St6galnac4",0.106366250291748,0.204874779713496,0
"ENSMUSG00000074004","B3gnt6",0.106376432353851,0.20487626581526,0
"ENSMUSG00000035198","Tubg1",0.106396794104254,0.204897355545662,0
"ENSMUSG00000027048","Abcb11",0.106431099073894,0.204909042972918,0
"ENSMUSG00000027695","Pld1",0.106421542663204,0.204909042972918,0
"ENSMUSG00000034724","Cnot6l",0.106430990535955,0.204909042972918,0
"ENSMUSG00000031984","2810004N23Rik",0.106516530249195,0.205055387749157,0
"ENSMUSG00000039753","Fbxl5",0.106589938914341,0.205178564111769,0
"ENSMUSG00000041351","Rap1gap",0.106611898314422,0.205202691026725,0
"ENSMUSG00000028478","Clta",0.106638760621893,0.205236249778927,0
"ENSMUSG00000030423","Pop4",0.106768035611442,0.205466887942784,0
"ENSMUSG00000066640","Fbxl18",0.106848735730509,0.205604014989298,0
"ENSMUSG00000001518","Itfg2",0.106866064657642,0.205619186359833,0
"ENSMUSG00000091269","Gm6682",0.106915516115741,0.205696156005285,0
"ENSMUSG00000027510","Rbm38",0.106935895440427,0.205717184733898,0
"ENSMUSG00000087458","Gm13999",0.106945345273922,0.205717186071617,0
"ENSMUSG00000055694","Gdf1",0.106967541402927,0.205741703673745,0
"ENSMUSG00000002076","Hsf2bp",0.106993055876897,0.205771837963626,0
"ENSMUSG00000030522","Mtmr10",0.10700211187296,0.205771837963626,0
"ENSMUSG00000051586","Mical3",0.10703927113409,0.205825116751481,0
"ENSMUSG00000097324","Mir143hg",0.107127465059448,0.205976511685,0
"ENSMUSG00000044876","Zfp444",0.107161261933682,0.206023298618703,0
"ENSMUSG00000086140","Gm13825",0.107194962007966,0.206069891203129,0
"ENSMUSG00000020781","Tsen54",0.107219978767216,0.206099784367036,0
"ENSMUSG00000022992","Kansl2",0.107233884690676,0.206108316729999,0
"ENSMUSG00000061315","Naca",0.107286105233174,0.206190483495007,0
"ENSMUSG00000002413","Braf",0.107327969950409,0.206252734909556,0
"ENSMUSG00000098154","Gm5787",0.107481951696107,0.206530412213235,0
"ENSMUSG00000027460","Angpt4",0.107510042391816,0.206551125189628,0
"ENSMUSG00000062252","Lhfpl5",0.107511705968898,0.206551125189628,0
"ENSMUSG00000030353","Tead4",0.107534772131499,0.206577210277496,0
"ENSMUSG00000075359","Gm20775",0.10755130608008,0.206590743309459,0
"ENSMUSG00000001128","Cfp",0.107563402695212,0.206595751219891,0
"ENSMUSG00000002550","Uck1",0.107616142352076,0.206678813968511,0
"ENSMUSG00000072066","6720489N17Rik",0.10763110847014,0.206689323674995,0
"ENSMUSG00000025485","Ric8",0.107795102645457,0.206985992211522,0
"ENSMUSG00000031913","Vps4a",0.107826420724561,0.207027868912111,0
"ENSMUSG00000087331","1810021B22Rik",0.107866628054084,0.207086804176848,0
"ENSMUSG00000094503","Gm14693",0.107952511519559,0.20723341224692,0
"ENSMUSG00000006235","Epor",0.107978088244724,0.207264235511892,0
"ENSMUSG00000047307","Pcdhb13",0.108019951355695,0.20732631234813,0
"ENSMUSG00000020333","Acsl6",0.108058617716791,0.207382243151645,0
"ENSMUSG00000089798","1700028K03Rik",0.10811548889785,0.207473099056421,0
"ENSMUSG00000053830","Gm9923",0.108128042110818,0.207478900475464,0
"ENSMUSG00000097225","A330076H08Rik",0.108140801177726,0.207485095835047,0
"ENSMUSG00000060601","Nr1h2",0.108279776484169,0.207733434423408,0
"ENSMUSG00000028626","Col9a2",0.108338894239134,0.207810226121603,0
"ENSMUSG00000079003","Samd1",0.108334090077367,0.207810226121603,0
"ENSMUSG00000005510","Ndufs3",0.108375281573445,0.207861708671965,0
"ENSMUSG00000038991","Txndc5",0.108385019367766,0.207862073348806,0
"ENSMUSG00000043262","Uevld",0.108422343582332,0.207915338864702,0
"ENSMUSG00000085008","Gm13399",0.108569168382319,0.208178559525407,0
"ENSMUSG00000028066","Pmf1",0.108787448255927,0.208578735004825,0
"ENSMUSG00000025133","Ints4",0.108797339046113,0.208579329726393,0
"ENSMUSG00000096463","Gm21750",0.108958849569609,0.208870574445713,0
"ENSMUSG00000071716","Apol7e",0.108992953957124,0.208917555960605,0
"ENSMUSG00000039633","Lonrf1",0.109046071338877,0.209000970078236,0
"ENSMUSG00000021302","Ggps1",0.109095029586545,0.209076398690903,0
"ENSMUSG00000049804","Armcx4",0.109106092444858,0.209079195371623,0
"ENSMUSG00000009905","Kdsr",0.109227885268516,0.209294163895517,0
"ENSMUSG00000031921","Terf2",0.109258497726082,0.209334397077755,0
"ENSMUSG00000097296","Gm26532",0.109304580924736,0.209404261819116,0
"ENSMUSG00000024132","Eci1",0.109341157499437,0.209455903204596,0
"ENSMUSG00000095797","Gm8246",0.109531589482464,0.20980223778134,0
"ENSMUSG00000085185","BC028777",0.109561190772735,0.209840475438834,0
"ENSMUSG00000033006","Sox10",0.109584595843983,0.209866839911977,0
"ENSMUSG00000042446","Zmym4",0.10962688283718,0.209929357573071,0
"ENSMUSG00000042784","Muc1",0.109652654683861,0.209960241435561,0
"ENSMUSG00000017776","Crk",0.109698156654393,0.210028895305847,0
"ENSMUSG00000074580","4931440P22Rik",0.10971058336142,0.210034216528446,0
"ENSMUSG00000026773","Pfkfb3",0.109762262176575,0.210114675973465,0
"ENSMUSG00000081151","Gm11448",0.109947240871998,0.210450270883089,0
"ENSMUSG00000036278","Macrod1",0.109993118875117,0.210519577233421,0
"ENSMUSG00000035964","Tmem59l",0.110097134690826,0.210700133557838,0
"ENSMUSG00000081076","Rpsa-ps4",0.110169239205785,0.210819592752847,0
"ENSMUSG00000095596","Gm24303",0.110274826690094,0.211003098248378,0
"ENSMUSG00000019883","Echdc1",0.110288552475322,0.211010816059429,0
"ENSMUSG00000087356","Gm13856",0.11050492282669,0.211406210444629,0
"ENSMUSG00000062563","Cys1",0.110520914817094,0.211418226560317,0
"ENSMUSG00000054702","Ap1s3",0.110539072599489,0.211434383198337,0
"ENSMUSG00000019471","Cdc37",0.110563606605294,0.211462732092055,0
"ENSMUSG00000082990","Gm14052",0.110578680389452,0.2114729840793,0
"ENSMUSG00000021070","Bdkrb2",0.110621414802023,0.211527738350671,0
"ENSMUSG00000024274","Zscan30",0.110626743321884,0.211527738350671,0
"ENSMUSG00000048856","Slc25a47",0.110694874855898,0.211639423947288,0
"ENSMUSG00000032067","Pts",0.11081784033651,0.211855918683366,0
"ENSMUSG00000032754","Slc8b1",0.110863977176212,0.211925511204084,0
"ENSMUSG00000041347","Bdkrb1",0.110913917512133,0.212002361558968,0
"ENSMUSG00000044339","Alkbh2",0.110943593380681,0.212040468044141,0
"ENSMUSG00000019892","Lrriq1",0.111156935984391,0.212429569286883,0
"ENSMUSG00000029782","Tmem209",0.111200276691798,0.21249374386528,0
"ENSMUSG00000031101","Sash3",0.111223242759274,0.212518976488692,0
"ENSMUSG00000028989","Angptl7",0.111254094371079,0.212559270605772,0
"ENSMUSG00000046223","Plaur",0.111265282195158,0.212561991810353,0
"ENSMUSG00000022286","Grhl2",0.111325593143541,0.212658549471618,0
"ENSMUSG00000021666","Gfm2",0.111336392207237,0.212660518928211,0
"ENSMUSG00000027676","Ccdc39",0.111437301338537,0.212834589651837,0
"ENSMUSG00000087163","Gm16230",0.111565203814526,0.213060180021583,0
"ENSMUSG00000003360","Ddx23",0.111586377796305,0.213063237239376,0
"ENSMUSG00000097068","Gm26760",0.111580968868082,0.213063237239376,0
"ENSMUSG00000038057","Dbil5",0.111615307038018,0.213099785102577,0
"ENSMUSG00000035177","Nlrp2",0.111633687191173,0.213116187639339,0
"ENSMUSG00000036964","Trim17",0.111689511301774,0.21320406405532,0
"ENSMUSG00000019773","Fbxo5",0.111814040187815,0.213423064082845,0
"ENSMUSG00000026039","Sgol2",0.112125364892632,0.213997784500907,0
"ENSMUSG00000034353","Ramp1",0.112134799760523,0.213997784500907,0
"ENSMUSG00000085304","Gm12802",0.112155606229657,0.214018731109288,0
"ENSMUSG00000091695","Gm17669",0.112173457102541,0.214034034581895,0
"ENSMUSG00000050107","Gsg2",0.112228453914643,0.214120205957033,0
"ENSMUSG00000020956","Dtd2",0.112341785144205,0.214317648473054,0
"ENSMUSG00000022383","Ppara",0.112383821770864,0.214360275431354,0
"ENSMUSG00000032400","Zwilch",0.112382519221746,0.214360275431354,0
"ENSMUSG00000053716","Dusp7",0.112433182804681,0.214435639320256,0
"ENSMUSG00000062949","Atp11c",0.112446617104522,0.214436346697342,0
"ENSMUSG00000084067","Gm14269",0.112453252962361,0.214436346697342,0
"ENSMUSG00000099170","RP23-264N13.2",0.112469601815334,0.214448738931655,0
"ENSMUSG00000021731","Mrps30",0.112485330320141,0.214459946264978,0
"ENSMUSG00000027637","1110008F13Rik",0.112545980085041,0.214556789179635,0
"ENSMUSG00000080917","Gm15925",0.112594985729373,0.214631418817457,0
"ENSMUSG00000048502","Duxbl1",0.112615888567989,0.214652469796331,0
"ENSMUSG00000027207","Galk2",0.112666152425852,0.214729476010086,0
"ENSMUSG00000057842","Zfp595",0.112709980465421,0.214794203843897,0
"ENSMUSG00000020801","Med31",0.112724551446801,0.21480316932589,0
"ENSMUSG00000034158","Lrrc58",0.112746435983886,0.214826068423349,0
"ENSMUSG00000082319","Gm8822",0.112785975247526,0.214882599729927,0
"ENSMUSG00000081783","Gm15599",0.112834187739234,0.214955644143407,0
"ENSMUSG00000031451","Gas6",0.11285445494182,0.214975443042993,0
"ENSMUSG00000063145","Bbs5",0.112865073249782,0.214976859993088,0
"ENSMUSG00000022897","Dyrk1a",0.112875745847075,0.214978380092439,0
"ENSMUSG00000078185","Chml",0.112918176691832,0.215040380052299,0
"ENSMUSG00000033318","Gstt2",0.112949994461935,0.215082159488392,0
"ENSMUSG00000022452","Smdt1",0.112992144320757,0.215143604513486,0
"ENSMUSG00000051236","Msrb3",0.113019680486717,0.215177215905231,0
"ENSMUSG00000046733","Gprc5a",0.113058181737866,0.215231695926468,0
"ENSMUSG00000096635","Gm22174",0.113083554556358,0.215261175679502,0
"ENSMUSG00000024985","Tcf7l2",0.113175895991568,0.215418117820636,0
"ENSMUSG00000003273","Car11",0.113369642935048,0.215768030102188,0
"ENSMUSG00000063409","Lrrc43",0.113393707458569,0.215794965479066,0
"ENSMUSG00000020792","Exoc7",0.113412893071978,0.215812612102965,0
"ENSMUSG00000015806","Qdpr",0.113443500109535,0.215833124258034,0
"ENSMUSG00000084862","Gm16278",0.113436121105051,0.215833124258034,0
"ENSMUSG00000026209","Dnpep",0.11346377429274,0.21585283381049,0
"ENSMUSG00000097397","Gm16861",0.113570797514895,0.21603755637368,0
"ENSMUSG00000060594","Layn",0.113593637428909,0.216043249800365,0
"ENSMUSG00000085938","Gm14371",0.113590491552874,0.216043249800365,0
"ENSMUSG00000038344","Txlng",0.113632708440924,0.21609868059638,0
"ENSMUSG00000045969","Ing1",0.113675497133539,0.216161171114882,0
"ENSMUSG00000073821","8030451A03Rik",0.113758912253735,0.216300897700966,0
"ENSMUSG00000051817","Sox12",0.1138096293364,0.2163217601085,0
"ENSMUSG00000080896","Gm14567",0.1137983957406,0.2163217601085,0
"ENSMUSG00000081504","Gm12508",0.113802155636912,0.2163217601085,0
"ENSMUSG00000097386","9130213A22Rik",0.113806656723811,0.2163217601085,0
"ENSMUSG00000039611","Tmem246",0.113825931501711,0.216333858989414,0
"ENSMUSG00000097566","A930024N18Rik",0.113853785803583,0.216367909456163,0
"ENSMUSG00000091577","Gm6211",0.113865743084195,0.21637174589212,0
"ENSMUSG00000095334","Gm21984",0.113971862101842,0.216554495533182,0
"ENSMUSG00000073144","4930599N23Rik",0.114037209338939,0.2166597508088,0
"ENSMUSG00000036450","Hif1an",0.114090440419254,0.216741970189144,0
"ENSMUSG00000033152","Podxl2",0.114138337600578,0.216795127194398,0
"ENSMUSG00000038417","Fig4",0.114134807630653,0.216795127194398,0
"ENSMUSG00000086147","Gm13150",0.114151039714163,0.216800338970342,0
"ENSMUSG00000004296","Il12b",0.114244776199043,0.216959440215402,0
"ENSMUSG00000022844","Pdia5",0.11429003394668,0.217026456960591,0
"ENSMUSG00000024393","Prrc2a",0.114314033653842,0.217053098436927,0
"ENSMUSG00000036120","Rfxank",0.114339269484918,0.217082082144951,0
"ENSMUSG00000062585","Cnr2",0.11435080000129,0.217085042451001,0
"ENSMUSG00000007836","Hnrnpa0",0.114377026086591,0.217115898067065,0
"ENSMUSG00000016262","Sertad4",0.114400140824766,0.217140842711072,0
"ENSMUSG00000027568","Ntsr1",0.114411100293778,0.217142713320186,0
"ENSMUSG00000041912","Tdrkh",0.114457711236596,0.217212241224889,0
"ENSMUSG00000020814","Mxra7",0.114483788889932,0.217241275207596,0
"ENSMUSG00000022445","Cyp2d26",0.114522902740231,0.217241275207596,0
"ENSMUSG00000030336","Cd27",0.114510515823044,0.217241275207596,0
"ENSMUSG00000039676","Capsl",0.114514552817232,0.217241275207596,0
"ENSMUSG00000048668","Rhno1",0.114502293526409,0.217241275207596,0
"ENSMUSG00000025020","Slit1",0.114540663481233,0.217256036299871,0
"ENSMUSG00000086851","A430108G06Rik",0.114629630861461,0.217405844889351,0
"ENSMUSG00000045589","Frrs1l",0.114643306082745,0.217412841178348,0
"ENSMUSG00000020475","Pgam2",0.114662772434774,0.217430817757815,0
"ENSMUSG00000019734","Tmc4",0.114750617608259,0.217578444169083,0
"ENSMUSG00000045031","Cetn4",0.114795141831328,0.217643911243563,0
"ENSMUSG00000029762","Akr1b8",0.114840983149596,0.217692907631681,0
"ENSMUSG00000056412","Gm12396",0.114836037456529,0.217692907631681,0
"ENSMUSG00000083832","Gm13771",0.114880580791794,0.217749009613282,0
"ENSMUSG00000041633","Kctd12b",0.114968822305169,0.217897295238604,0
"ENSMUSG00000044835","Ankrd45",0.114987740100413,0.21791417911961,0
"ENSMUSG00000027368","Dusp2",0.115021087482679,0.21794978623686,0
"ENSMUSG00000054951","9130008F23Rik",0.115026551093726,0.21794978623686,0
"ENSMUSG00000021027","Ralgapa1",0.115084146243302,0.217985958252055,0
"ENSMUSG00000039270","Megf9",0.115085692166144,0.217985958252055,0
"ENSMUSG00000090582","Gm17024",0.115074670361683,0.217985958252055,0
"ENSMUSG00000098120","Gm5914",0.115074849959534,0.217985958252055,0
"ENSMUSG00000041642","Kif21b",0.115146201614914,0.218081596812378,0
"ENSMUSG00000014177","Tvp23b",0.115213617577169,0.218171320194185,0
"ENSMUSG00000050199","Lgr4",0.115209902494388,0.218171320194185,0
"ENSMUSG00000029916","Agk",0.115229645939597,0.218178245711819,0
"ENSMUSG00000052270","Fpr2",0.115237317874246,0.218178245711819,0
"ENSMUSG00000001566","Mnx1",0.115271237098403,0.218223487206029,0
"ENSMUSG00000024843","Chka",0.115329936955013,0.218315058066874,0
"ENSMUSG00000040525","Cblc",0.115339662757117,0.218315058066874,0
"ENSMUSG00000045078","Rnf216",0.115373181359813,0.218359517637529,0
"ENSMUSG00000074129","Rpl13a",0.115406092251483,0.218402819402559,0
"ENSMUSG00000025782","Taf3",0.115429316444149,0.218408799609383,0
"ENSMUSG00000086601","Gm16257",0.115419585105785,0.218408799609383,0
"ENSMUSG00000078161","BC007180",0.115442644943521,0.218415036331399,0
"ENSMUSG00000074582","Arfgef2",0.115546637879397,0.218592792255157,0
"ENSMUSG00000036661","Dennd3",0.115571572262509,0.218620966176652,0
"ENSMUSG00000089929","Bcl2a1b",0.115686443917152,0.218819250262408,0
"ENSMUSG00000089722","Gm11711",0.11575134436813,0.218922988292813,0
"ENSMUSG00000047013","Fbxo41",0.115838242949148,0.219068310219415,0
"ENSMUSG00000020250","Txnrd1",0.115905862496818,0.219158114679366,0
"ENSMUSG00000025396","Hsd17b6",0.11590445988878,0.219158114679366,0
"ENSMUSG00000042216","Sgsm1",0.116017246796145,0.219311581140824,0
"ENSMUSG00000052353","9930013L23Rik",0.116004113456901,0.219311581140824,0
"ENSMUSG00000085741","5430405H02Rik",0.116008272498577,0.219311581140824,0
"ENSMUSG00000074170","Plekhf1",0.116096912542155,0.219443122326381,0
"ENSMUSG00000074527","Gm14296",0.116127915987811,0.219482668545067,0
"ENSMUSG00000025201","Bloc1s2-ps",0.116173511218559,0.219549784091949,0
"ENSMUSG00000037315","Phf16",0.11626544907506,0.219704460707676,0
"ENSMUSG00000025872","Thoc3",0.116318592823664,0.219768471815137,0
"ENSMUSG00000026676","Ccdc3",0.116319512228461,0.219768471815137,0
"ENSMUSG00000040918","Slc19a2",0.116337694897218,0.21978375178821,0
"ENSMUSG00000030730","Atp2a1",0.116361192089401,0.219809068371224,0
"ENSMUSG00000018862","Otop3",0.116491966521428,0.220037012245186,0
"ENSMUSG00000092116","Gm10320",0.116538583039062,0.220105967844489,0
"ENSMUSG00000023403","Stk31",0.11658939454201,0.220125549264947,0
"ENSMUSG00000053925","Gm9929",0.116588214757422,0.220125549264947,0
"ENSMUSG00000083332","Gm7599",0.11658594305527,0.220125549264947,0
"ENSMUSG00000093106","Gm25534",0.116572933562494,0.220125549264947,0
"ENSMUSG00000032034","Kcnj5",0.11660964715335,0.220144695471347,0
"ENSMUSG00000007815","Rhoa",0.116636045415172,0.220175439584992,0
"ENSMUSG00000096215","Smim22",0.116683810432713,0.220246509184203,0
"ENSMUSG00000035683","Melk",0.116751547496685,0.220355261426123,0
"ENSMUSG00000021743","Fezf2",0.11682586096855,0.220469181118726,0
"ENSMUSG00000074141","Il4i1",0.116832159412372,0.220469181118726,0
"ENSMUSG00000021697","Depdc1b",0.116866217752395,0.220514337553076,0
"ENSMUSG00000066007","Zfp600",0.116881775123577,0.220524579791611,0
"ENSMUSG00000057406","Whsc1",0.116901486453986,0.220542656983512,0
"ENSMUSG00000081657","Gm15466",0.116950161469011,0.220615368281937,0
"ENSMUSG00000060771","Tsga10",0.117153227433741,0.22092186353053,0
"ENSMUSG00000079677","Fdx1l",0.117139682726419,0.22092186353053,0
"ENSMUSG00000080888","Gm14387",0.117144800202175,0.22092186353053,0
"ENSMUSG00000085220","Gm12521",0.117124846459349,0.22092186353053,0
"ENSMUSG00000040423","Rc3h1",0.117190797262828,0.22097357069193,0
"ENSMUSG00000018765","Fxr2",0.117218891024379,0.220975579763516,0
"ENSMUSG00000039480","Nt5dc1",0.117211325789381,0.220975579763516,0
"ENSMUSG00000096115","Fam57a",0.117222312741208,0.220975579763516,0
"ENSMUSG00000067106","Gm5529",0.117348884435683,0.221195027103832,0
"ENSMUSG00000006299","Aamp",0.117594333907669,0.221619307782537,0
"ENSMUSG00000028199","Cryz",0.117593264783041,0.221619307782537,0
"ENSMUSG00000028367","Txn1",0.117689338416169,0.221779155774121,0
"ENSMUSG00000047528","Als2cr12",0.117832035864444,0.222010964167927,0
"ENSMUSG00000086260","Gm16259",0.117832744980038,0.222010964167927,0
"ENSMUSG00000058655","Eif4b",0.117853390923905,0.222030648477356,0
"ENSMUSG00000026240","Cops7b",0.117937656606321,0.222150953623137,0
"ENSMUSG00000086930","Gm14873",0.117934581456835,0.222150953623137,0
"ENSMUSG00000030685","Kctd13",0.117951053043482,0.222156966503126,0
"ENSMUSG00000063275","Ptpla",0.117967311063268,0.222168367574258,0
"ENSMUSG00000039617","Gm7488",0.117998951129438,0.222208733244442,0
"ENSMUSG00000070304","Scn2b",0.118034320967235,0.222256115012772,0
"ENSMUSG00000024538","Ppic",0.118142855804562,0.222427477975449,0
"ENSMUSG00000034216","Vps18",0.118145760659046,0.222427477975449,0
"ENSMUSG00000085483","Gm14198",0.118204340879294,0.222518521857596,0
"ENSMUSG00000083892","Gm1848",0.118226886583697,0.222541721235835,0
"ENSMUSG00000050050","Ccdc158",0.118249798446119,0.222565605772496,0
"ENSMUSG00000008932","Slc1a7",0.118321985080228,0.222670157812582,0
"ENSMUSG00000050445","Cyp8b1",0.118325802936648,0.222670157812582,0
"ENSMUSG00000075162","Gm10812",0.118391023112172,0.222773635624468,0
"ENSMUSG00000031875","Cmtm3",0.118402170863541,0.222775357520539,0
"ENSMUSG00000078525","Gm5776",0.118433825750457,0.222815660250017,0
"ENSMUSG00000028716","Pdzk1ip1",0.118500600247615,0.222922022638108,0
"ENSMUSG00000004668","Abca13",0.118572186975549,0.22303741857998,0
"ENSMUSG00000090843","Gm17673",0.1185885017825,0.223048835620458,0
"ENSMUSG00000042726","Trafd1",0.118663100194309,0.223169864748643,0
"ENSMUSG00000074704","Rad21l",0.118703669282328,0.223226879497759,0
"ENSMUSG00000064427","Gm22748",0.118722000094265,0.223242068064626,0
"ENSMUSG00000046721","Rpl14-ps1",0.118747138247604,0.223270053267864,0
"ENSMUSG00000043439","E130012A19Rik",0.118820034864872,0.22338782202445,0
"ENSMUSG00000023033","Scn8a",0.118875190757265,0.223452925054085,0
"ENSMUSG00000097924","A730020E08Rik",0.118874757312045,0.223452925054085,0
"ENSMUSG00000056144","Trim34a",0.11892543922476,0.223528078853686,0
"ENSMUSG00000026307","Scly",0.118977631474621,0.223559780362589,0
"ENSMUSG00000036751","Cox6b1",0.11899641989635,0.223559780362589,0
"ENSMUSG00000047215","Rpl9",0.118967643548732,0.223559780362589,0
"ENSMUSG00000084010","Gm13302",0.118999159019216,0.223559780362589,0
"ENSMUSG00000085241","Snhg3",0.119011849337064,0.223559780362589,0
"ENSMUSG00000086743","Hnrnpa1l2-ps",0.119014186505094,0.223559780362589,0
"ENSMUSG00000096931","Gm26656",0.118968424750318,0.223559780362589,0
"ENSMUSG00000026399","Cd55",0.119078410913096,0.223661123629454,0
"ENSMUSG00000029165","Agbl5",0.119142853605857,0.223762859373112,0
"ENSMUSG00000083906","Gm15186",0.119154613541505,0.223765642319684,0
"ENSMUSG00000028039","Efna3",0.119239005052441,0.223904811022657,0
"ENSMUSG00000035365","Parpbp",0.119340789413539,0.224076612878151,0
"ENSMUSG00000030873","Scnn1b",0.119371811681247,0.224100367898421,0
"ENSMUSG00000032175","Tyk2",0.11937478445874,0.224100367898421,0
"ENSMUSG00000034881","Tbxa2r",0.119384321661196,0.224100367898421,0
"ENSMUSG00000009378","Slc16a12",0.119411874992418,0.224132764071036,0
